mcg_sicdescription,mcg_naicscode,mcg_industrysector_displayname,mcg_industry_displayname,mcg_name,mcg_subsectortext0,mcg_description
Miscellaneous Personal Services,532220,Retail & Restaurants,Consumer Products,532220 - Formal Wear and Costume Rental,Retail,Formal Wear and Costume Rental
Video Tape Rental,532230,Retail & Restaurants,Consumer Products,532230 - Video Tape and Disc Rental,Retail,Video Tape and Disc Rental
Medical Equipment Rental,532291,Retail & Restaurants,Consumer Products,532291 - Home Health Equipment Rental,Retail,Home Health Equipment Rental
"Amusement And Recreation, Nec",532292,Retail & Restaurants,Consumer Products,532292 - Recreational Goods Rental,Retail,Recreational Goods Rental
"Equipment Rental And Leasing, Nec",532299,Retail & Restaurants,Consumer Products,532299 - All Other Consumer Goods Rental,Retail,All Other Consumer Goods Rental
"Equipment Rental And Leasing, Nec",532310,B2B Wholesale/Distribution,Industrials,532310 - General Rental Centers,Distribution,General Rental Centers
"Water Transportation Services, Nec",532411,B2B Wholesale/Distribution,Industrials,"532411 - Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",Distribution,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
Heavy Construction Equipment Rental,532412,B2B Wholesale/Distribution,Industrials,"532412 - Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Distribution,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
Computer Rental And Leasing,532420,B2B Wholesale/Distribution,Industrials,532420 - Office Machinery and Equipment Rental and Leasing,Distribution,Office Machinery and Equipment Rental and Leasing
"Equipment Rental And Leasing, Nec",532490,B2B Wholesale/Distribution,Industrials,532490 - Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Distribution,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
Oil Royalty Traders,533110,Manufacturing,Industrials,533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Other Industrials,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
Legal Services,541110,Professional Services,Business and Professional Services,541110 - Offices of Lawyers,Legal,Offices of Lawyers
Stationery Stores,541120,Professional Services,Business and Professional Services,541120 - Offices of Notaries,Legal,Offices of Notaries
Title Abstract Offices,541191,Insurance,Financial Services,541191 - Title Abstract and Settlement Offices,Insurance,Title Abstract and Settlement Offices
"Business Services, Nec",541199,Professional Services,Business and Professional Services,541199 - All Other Legal Services,Legal,All Other Legal Services
"Accounting, Auditing, And Bookkeeping",541211,Professional Services,Business and Professional Services,541211 - Offices of Certified Public Accountants,Tax & Accounting,Offices of Certified Public Accountants
Tax Return Preparation Services,541213,Professional Services,Business and Professional Services,541213 - Tax Preparation Services,Tax & Accounting,Tax Preparation Services
Services Allied To Motion Pictures,541214,Business Services,Business and Professional Services,541214 - Payroll Services,Workforce Solutions,Payroll Services
"Accounting, Auditing, And Bookkeeping",541219,Professional Services,Business and Professional Services,541219 - Other Accounting Services,Tax & Accounting,Other Accounting Services
Architectural Services,541310,Professional Services,Business and Professional Services,541310 - Architectural Services,A&E,Architectural Services
Landscape Counseling And Planning,541320,Professional Services,Business and Professional Services,541320 - Landscape Architectural Services,A&E,Landscape Architectural Services
Engineering Services,541330,Professional Services,Business and Professional Services,541330 - Engineering Services,A&E,Engineering Services
"Business Services, Nec",541340,Professional Services,Business and Professional Services,541340 - Drafting Services,A&E,Drafting Services
"Business Services, Nec",541350,Professional Services,Business and Professional Services,541350 - Building Inspection Services,A&E,Building Inspection Services
Surveying Services,541360,Professional Services,Business and Professional Services,541360 - Geophysical Surveying and Mapping Services,A&E,Geophysical Surveying and Mapping Services
Surveying Services,541370,Professional Services,Business and Professional Services,541370 - Surveying and Mapping (except Geophysical) Services,A&E,Surveying and Mapping (except Geophysical) Services
Testing Laboratories,541380,Professional Services,Business and Professional Services,541380 - Testing Laboratories,A&E,Testing Laboratories
"Business Services, Nec",541410,Professional Services,Business and Professional Services,541410 - Interior Design Services,A&E,Interior Design Services
"Business Services, Nec",541420,Professional Services,Business and Professional Services,541420 - Industrial Design Services,A&E,Industrial Design Services
Commercial Art And Graphic Design,541430,Professional Services,Business and Professional Services,541430 - Graphic Design Services,A&E,Graphic Design Services
"Business Services, Nec",541490,Professional Services,Business and Professional Services,541490 - Other Specialized Design Services,A&E,Other Specialized Design Services
Custom Computer Programming Services,541511,Technology,TMT,541511 - Custom Computer Programming Services,Software,Custom Computer Programming Services
Computer Integrated Systems Design,541512,Technology,TMT,541512 - Computer Systems Design Services,IT Services,Computer Systems Design Services
Computer Facilities Management,541513,Technology,TMT,541513 - Computer Facilities Management Services,Hardware,Computer Facilities Management Services
"Computer Related Services, Nec",541519,Technology,TMT,541519 - Other Computer Related Services,IT Services,Other Computer Related Services
Management Consulting Services,541611,Professional Services,Business and Professional Services,541611 - Administrative Management and General Management Consulting Services,Consulting,Administrative Management and General Management Consulting Services
Management Consulting Services,541612,Business Services,Business and Professional Services,541612 - Human Resources Consulting Services,Workforce Solutions,Human Resources Consulting Services
Management Consulting Services,541613,Business Services,Business and Professional Services,541613 - Marketing Consulting Services,Marketing/Advertising,Marketing Consulting Services
Management Consulting Services,541614,Business Services,Business and Professional Services,"541614 - Process, Physical Distribution, and Logistics Consulting Services",Other Business Services,"Process, Physical Distribution, and Logistics Consulting Services"
"Business Consulting, Nec",541618,Professional Services,Business and Professional Services,541618 - Other Management Consulting Services,Consulting,Other Management Consulting Services
"Services, Nec",541620,Business Services,Business and Professional Services,541620 - Environmental Consulting Services,Enviornmental & Facility Services,Environmental Consulting Services
Landscape Counseling And Planning,541690,Business Services,Business and Professional Services,541690 - Other Scientific and Technical Consulting Services,Enviornmental & Facility Services,Other Scientific and Technical Consulting Services
Commercial Physical Research,541711,Life Sciences,Business and Professional Services,541711 - Research and Development in Biotechnology,Biotech/Life Sciences,Research and Development in Biotechnology
Commercial Physical Research,541712,Architecture/Engineering/Consulting,Business and Professional Services,"541712 - Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",Other Biz/Prof Svs,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
Noncommercial Research Organizations,541720,Nonprofit,NonProfit and Education,541720 - Research and Development in the Social Sciences and Humanities,Research and Scientific Organizations,Research and Development in the Social Sciences and Humanities
Advertising Agencies,541810,Business Services,Business and Professional Services,541810 - Advertising Agencies,Marketing/Advertising,Advertising Agencies
Public Relations Services,541820,Business Services,Business and Professional Services,541820 - Public Relations Agencies,Marketing/Advertising,Public Relations Agencies
"Advertising, Nec",541830,Media & Entertainment,TMT,541830 - Media Buying Agencies,Media,Media Buying Agencies
"Radio, Television, Publisher Representatives",541840,Media & Entertainment,TMT,541840 - Media Representatives,Media,Media Representatives
Outdoor Advertising Services,541850,Business Services,Business and Professional Services,541850 - Outdoor Advertising,Marketing/Advertising,Outdoor Advertising
Direct Mail Advertising Services,541860,Business Services,Business and Professional Services,541860 - Direct Mail Advertising,Marketing/Advertising,Direct Mail Advertising
"Advertising, Nec",541870,Business Services,Business and Professional Services,541870 - Advertising Material Distribution Services,Marketing/Advertising,Advertising Material Distribution Services
"Advertising, Nec",541890,Business Services,Business and Professional Services,541890 - Other Services Related to Advertising,Marketing/Advertising,Other Services Related to Advertising
Commercial Nonphysical Research,541910,Business Services,Business and Professional Services,541910 - Marketing Research and Public Opinion Polling,Marketing/Advertising,Marketing Research and Public Opinion Polling
"Photographic Studios, Portrait",541921,Business Services,Business and Professional Services,"541921 - Photography Studios, Portrait",Other Business Services,"Photography Studios, Portrait"
Commercial Photography,541922,Business Services,Business and Professional Services,541922 - Commercial Photography,Other Business Services,Commercial Photography
"Business Services, Nec",541930,Business Services,Business and Professional Services,541930 - Translation and Interpretation Services,Other Business Services,Translation and Interpretation Services
Veterinary Services For Livestock,541940,Hospitals & Health Care Systems,Health Care,541940 - Veterinary Services,Physicians,Veterinary Services
"Services, Nec",541990,Business Services,Business and Professional Services,"541990 - All Other Professional, Scientific, and Technical Services",Marketing/Advertising,"All Other Professional, Scientific, and Technical Services"
Bank Holding Companies,551111,Financial Institutions,Financial Services,551111 - Offices of Bank Holding Companies,Banks,Offices of Bank Holding Companies
"Holding Companies, Nec",551112,Financial Institutions,Financial Services,551112 - Offices of Other Holding Companies,Banks,Offices of Other Holding Companies
"Holding Companies, Nec",551114,Business Services,Business and Professional Services,"551114 - Corporate, Subsidiary, and Regional Managing Offices",Other Business Services,"Corporate, Subsidiary, and Regional Managing Offices"
Management Services,561110,Business Services,Business and Professional Services,561110 - Office Administrative Services,Workforce Solutions,Office Administrative Services
Facilities Support Services,561210,Business Services,Business and Professional Services,561210 - Facilities Support Services,Enviornmental & Facility Services,Facilities Support Services
Employment Agencies,561311,Business Services,Business and Professional Services,561311 - Employment Placement Agencies,Workforce Solutions,Employment Placement Agencies
Employment Agencies,561312,Business Services,Business and Professional Services,561312 - Executive Search Services,Workforce Solutions,Executive Search Services
Help Supply Services,561320,Business Services,Business and Professional Services,561320 - Temporary Help Services,Workforce Solutions,Temporary Help Services
Help Supply Services,561330,Business Services,Business and Professional Services,561330 - Professional Employer Organizations,Workforce Solutions,Professional Employer Organizations
Secretarial And Court Reporting,561410,Business Services,Business and Professional Services,561410 - Document Preparation Services,Workforce Solutions,Document Preparation Services
